question_id,competency_tag,topic,question_text,options_raw,correct_key,difficulty,target_time,hint
Q3_111,Q3-DP-3,Data and Probability - Statistical Graphs,"To compare the number of students who walk, ride a bus, or take a car to school, the best graph is a:","A) Line graph, B) Bar graph, C) Histogram, D) Stem-and-leaf plot",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_112,Q3-DP-3,Data and Probability - Statistical Graphs,A pie graph is divided into sections. The entire circle represents what percentage?,"A) 50%, B) 100%, C) 180%, D) 360%",B,Easy (0),20s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q3_113,Q3-DP-3,Data and Probability - Statistical Graphs,"If a section of a pie graph is exactly a quarter of the circle, what percent does it represent?","A) 10%, B) 20%, C) 25%, D) 45%",C,Easy (0),20s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q3_114,Q3-DP-3,Data and Probability - Statistical Graphs,"If a section of a pie graph represents 50%, what is its central angle?","A) 50°, B) 90°, C) 180°, D) 360°",C,Mod (1),45s,"Remember key angle rules: supplementary angles sum to 180°, complementary to 90°, and triangles sum to 180°."
Q3_115,Q3-DP-3,Data and Probability - Statistical Graphs,"In a stem-and-leaf plot, the numbers 5|2, 5|4, 5|9 represent:","A) 25, 45, 95, B) 5.2, 5.4, 5.9, C) 52, 54, 59, D) 5, 2, 4, 9",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_116,Q3-DP-3,Data and Probability - Statistical Graphs,"A stem-and-leaf plot has stem 3 and leaves 0, 0, 1. What are the numbers?","A) 30, 30, 31, B) 3, 0, 0, 1, C) 30, 31, 32, D) 13, 13, 31",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_117,Q3-DP-4,Data and Probability - Interpreting Graphs,"A survey of 500 students is shown in a pie graph. If 40% chose ""Math"", how many students is that?","A) 40, B) 150, C) 200, D) 250",C,Mod (1),45s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q3_118,Q3-DP-4,Data and Probability - Interpreting Graphs,"In a bar graph showing favorite colors, ""Red"" has a bar up to 15 and ""Blue"" up to 25. How many more chose Blue?","A) 5, B) 10, C) 15, D) 40",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_119,Q3-DP-4,Data and Probability - Interpreting Graphs,"If 10 out of 40 students chose Science as their favorite subject, what percentage is this for a pie chart?","A) 10%, B) 20%, C) 25%, D) 40%",C,Mod (1),45s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q3_120,Q3-DP-4,Data and Probability - Interpreting Graphs,A line graph shows a temperature of 20°C at 8 AM and 28°C at 12 PM. What is the increase?,"A) 4°C, B) 8°C, C) 10°C, D) 48°C",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_121,Q3-NA-5,Number and Algebra - Integers,The set of integers is denoted by the letter:,"A) N, B) W, C) R, D) Z",D,Mod (1),45s,Union (∪) combines all elements; intersection (∩) includes only elements common to both sets.
Q3_122,Q3-NA-5,Number and Algebra - Integers,Which group of numbers contains ONLY integers?,"A) {-2, 0, 1.5}, B) {-10, 5, 100}, C) {1/2, 3/4, 1}, D) {π, √2, 3}",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_123,Q3-NA-6,Number and Algebra - Integers in Real-life,"Which integer represents a deposit of ₱1,500?","A) -1500, B) +1500, C) 0, D) 1.5",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_124,Q3-NA-6,Number and Algebra - Integers in Real-life,Which integer represents descending 40 stairs?,"A) +40, B) -40, C) 0, D) 1/40",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_125,Q3-NA-6,Number and Algebra - Integers in Real-life,Which integer represents a submarine that is 250 feet below sea level?,"A) 250, B) -250, C) 0, D) 25",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_126,Q3-NA-7,Number and Algebra - The Number Line,"On a vertical number line, positive integers are located:","A) Below zero, B) Above zero, C) To the left, D) To the right",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_127,Q3-NA-7,Number and Algebra - The Number Line,The integer that is 4 units to the left of 1 on the number line is:,"A) 5, B) -3, C) -4, D) -5",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_128,Q3-NA-7,Number and Algebra - The Number Line,The integer that is 6 units to the right of -2 on the number line is:,"A) -8, B) 4, C) 8, D) -4",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_129,Q3-NA-8,Number and Algebra - Comparing Integers,Compare: -15 ___ -20,"A) >, B) <, C) =, D) ≤",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_130,Q3-NA-8,Number and Algebra - Comparing Integers,Compare: -8 ___ 0,"A) >, B) <, C) =, D) ≥",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_131,Q3-NA-8,Number and Algebra - Comparing Integers,Compare: 5 ___ -100,"A) >, B) <, C) =, D) ≤",A,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_132,Q3-NA-8,Number and Algebra - Comparing Integers,Compare: -34 ___ -34,"A) >, B) <, C) =, D) ≠",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_133,Q3-NA-8,Number and Algebra - Comparing Integers,"Order from least to greatest: 12, -9, 0, -15","A) 12, 0, -9, -15; B) -9, -15, 0, 12; C) -15, -9, 0, 12; D) 0, -9, -15, 12",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_134,Q3-NA-8,Number and Algebra - Comparing Integers,"Order from least to greatest: -3, -1, -7, -4","A) -1, -3, -4, -7; B) -7, -4, -3, -1; C) -7, -1, -3, -4; D) -4, -7, -3, -1",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_135,Q3-NA-8,Number and Algebra - Comparing Integers,"Order from greatest to least: 8, -5, 2, -10","A) -10, -5, 2, 8; B) 8, 2, -10, -5; C) 8, 2, -5, -10; D) 2, 8, -5, -10",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_136,Q3-NA-8,Number and Algebra - Comparing Integers,Which of the following integers is the greatest?,"A) -25, B) -18, C) -50, D) -12",D,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_137,Q3-NA-8,Number and Algebra - Comparing Integers,Which of the following integers is the least?,"A) -1, B) 0, C) -10, D) -5",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_138,Q3-NA-9,Number and Algebra - Integer Operations,Add: 14 + (-9),"A) 5, B) -5, C) 23, D) -23",A,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_139,Q3-NA-9,Number and Algebra - Integer Operations,Add: -18 + 10,"A) 8, B) -8, C) 28, D) -28",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_140,Q3-NA-9,Number and Algebra - Integer Operations,Add: -12 + (-15),"A) 3, B) -3, C) 27, D) -27",D,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_141,Q3-NA-9,Number and Algebra - Integer Operations,Add: 35 + (-35),"A) 70, B) -70, C) 0, D) 1",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_142,Q3-NA-9,Number and Algebra - Integer Operations,Add: -22 + (-8),"A) -14, B) 14, C) -30, D) 30",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_143,Q3-NA-9,Number and Algebra - Integer Operations,Add: 50 + (-75),"A) 25, B) -25, C) 125, D) -125",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_144,Q3-NA-9,Number and Algebra - Integer Operations,Subtract: 15 - 20,"A) 5, B) -5, C) 35, D) -35",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_145,Q3-NA-9,Number and Algebra - Integer Operations,Subtract: 12 - (-8),"A) 4, B) -4, C) 20, D) -20",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_146,Q3-NA-9,Number and Algebra - Integer Operations,Subtract: -10 - 15,"A) 5, B) -5, C) 25, D) -25",D,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_147,Q3-NA-9,Number and Algebra - Integer Operations,Subtract: -14 - (-6),"A) -8, B) 8, C) -20, D) 20",A,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_148,Q3-NA-9,Number and Algebra - Integer Operations,Subtract: 0 - 25,"A) 0, B) -25, C) 25, D) 1",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_149,Q3-NA-9,Number and Algebra - Integer Operations,Subtract: -30 - (-30),"A) -60, B) 60, C) 0, D) -1",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_150,Q3-NA-9,Number and Algebra - Integer Operations,A miner is at -120m. He goes up by 40m. What is his new elevation?,"A) -160m, B) -80m, C) 80m, D) 160m",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_151,Q3-NA-9,Number and Algebra - Integer Operations,The temperature is 2°C and drops by 10°C. What is the new temperature?,"A) 12°C, B) -8°C, C) 8°C, D) -12°C",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_152,Q3-NA-9,Number and Algebra - Integer Operations,Your bank balance is -₱200. You deposit ₱500. What is your new balance?,"A) ₱300, B) -₱300, C) ₱700, D) -₱700",A,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_153,Q3-NA-9,Number and Algebra - Integer Operations,Add: -15 + 20 + (-10),"A) -5, B) 5, C) -15, D) -25",A,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_154,Q3-NA-9,Number and Algebra - Integer Operations,Add: 30 + (-12) + (-8),"A) 10, B) -10, C) 20, D) 50",A,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_155,Q3-NA-9,Number and Algebra - Integer Operations,Subtract: -20 - 15 - (-5),"A) -40, B) -30, C) -20, D) 0",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_156,Q3-NA-10,Number and Algebra - Integer Operations,Multiply: 7 × (-6),"A) 42, B) -42, C) 13, D) -13",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_157,Q3-NA-10,Number and Algebra - Integer Operations,Multiply: -8 × 5,"A) 40, B) -40, C) -3, D) 3",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_158,Q3-NA-10,Number and Algebra - Integer Operations,Multiply: -9 × (-6),"A) 54, B) -54, C) 15, D) -15",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_159,Q3-NA-10,Number and Algebra - Integer Operations,Multiply: -12 × 0,"A) -12, B) 12, C) 0, D) 1",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_160,Q3-NA-10,Number and Algebra - Integer Operations,Multiply: -11 × (-11),"A) -121, B) 121, C) -22, D) 22",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_161,Q3-NA-10,Number and Algebra - Integer Operations,Divide: 36 ÷ (-6),"A) 6, B) -6, C) 30, D) -30",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_162,Q3-NA-10,Number and Algebra - Integer Operations,Divide: -45 ÷ 9,"A) 5, B) -5, C) 36, D) -36",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_163,Q3-NA-10,Number and Algebra - Integer Operations,Divide: -64 ÷ (-8),"A) 8, B) -8, C) 7, D) -7",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_164,Q3-NA-10,Number and Algebra - Integer Operations,Divide: 0 ÷ (-20),"A) 0, B) -20, C) 20, D) Undefined",A,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_165,Q3-NA-10,Number and Algebra - Integer Operations,Divide: -100 ÷ (-25),"A) -4, B) 4, C) -75, D) 75",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_166,Q3-NA-10,Number and Algebra - Integer Operations,Multiply: (-3) × (-5) × (-2),"A) 30, B) -30, C) 10, D) -10",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_167,Q3-NA-10,Number and Algebra - Integer Operations,Multiply: (-4) × 2 × (-5),"A) 40, B) -40, C) 20, D) -20",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_168,Q3-NA-10,Number and Algebra - Integer Operations,The product of an even number of negative integers is always:,"A) Positive, B) Negative, C) Zero, D) Rational",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_169,Q3-NA-10,Number and Algebra - Integer Operations,The product of an odd number of negative integers is always:,"A) Positive, B) Negative, C) Zero, D) Rational",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_170,Q3-NA-10,Number and Algebra - Integer Operations,A leaking pipe loses 3 gallons per hour. How many gallons are lost in 6 hours?,"A) -9 gal, B) -18 gal, C) 18 gal, D) 3 gal",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_171,Q3-NA-11,Number and Algebra - Order of Operations (GEMDAS),What does the 'E' in GEMDAS stand for?,"A) Equations, B) Expressions, C) Exponents, D) Equals",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_172,Q3-NA-11,Number and Algebra - Order of Operations (GEMDAS),"In GEMDAS, how do you handle Multiplication and Division?","A) Multiply first always, B) Divide first always, C) Left to right, D) Right to left",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_173,Q3-NA-11,Number and Algebra - Order of Operations (GEMDAS),Evaluate: 12 - 4 × (-3),"A) -24, B) 24, C) 0, D) -36",B,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_174,Q3-NA-11,Number and Algebra - Order of Operations (GEMDAS),Evaluate: 15 + (-6) ÷ 3,"A) 3, B) 13, C) 17, D) 11",B,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_175,Q3-NA-11,Number and Algebra - Order of Operations (GEMDAS),Evaluate: (10 - 15) × 4,"A) 20, B) -20, C) 50, D) -50",B,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_176,Q3-NA-11,Number and Algebra - Order of Operations (GEMDAS),Evaluate: -8 + (-3)²,"A) -17, B) 1, C) -14, D) 17",B,Hard (2),90s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_177,Q3-NA-11,Number and Algebra - Order of Operations (GEMDAS),Evaluate: 30 ÷ (-6) - 5,"A) 0, B) -10, C) 10, D) -1",B,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_178,Q3-NA-11,Number and Algebra - Order of Operations (GEMDAS),Evaluate: -5 × (6 - 10),"A) -20, B) 20, C) -80, D) 80",B,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_179,Q3-NA-11,Number and Algebra - Order of Operations (GEMDAS),Evaluate: (-5)² - 20,"A) -45, B) 5, C) 45, D) -5",B,Hard (2),90s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_180,Q3-NA-11,Number and Algebra - Order of Operations (GEMDAS),Evaluate: 20 - 4 × 5 + 3,"A) 83, B) 3, C) 0, D) -3",B,Hard (2),90s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_181,Q3-NA-11,Number and Algebra - Order of Operations (GEMDAS),Evaluate: (15 + 5) ÷ (-4),"A) -5, B) 5, C) -20, D) 20",A,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_182,Q3-NA-11,Number and Algebra - Order of Operations (GEMDAS),Evaluate: -10 + 6² ÷ 3,"A) -8, B) 2, C) 8, D) -2",B,Hard (2),90s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_183,Q3-NA-11,Number and Algebra - Order of Operations (GEMDAS),Evaluate: 36 ÷ (4 - 10),"A) -6, B) 6, C) 9, D) -9",A,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_184,Q3-NA-11,Number and Algebra - Order of Operations (GEMDAS),Evaluate: -3 × (-4)²,"A) 48, B) -48, C) 144, D) -144",B,Hard (2),90s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_185,Q3-NA-11,Number and Algebra - Order of Operations (GEMDAS),Evaluate: 12 - (-3) × (-4),"A) 24, B) -24, C) 0, D) -60",C,Hard (2),90s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_186,Q3-NA-12,Number and Algebra - Absolute Value,The absolute value of -100 is:,"A) -100, B) 0, C) 100, D) 1/100",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_187,Q3-NA-12,Number and Algebra - Absolute Value,The distance of a number from zero on the number line cannot be:,"A) Positive, B) Negative, C) Zero, D) An integer",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_188,Q3-NA-12,Number and Algebra - Absolute Value,Evaluate: |-35|,"A) -35, B) 0, C) 35, D) 1/35",C,Easy (0),20s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_189,Q3-NA-12,Number and Algebra - Absolute Value,Evaluate: |0|,"A) -1, B) 0, C) 1, D) Undefined",B,Easy (0),20s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_190,Q3-NA-12,Number and Algebra - Absolute Value,Evaluate: -|-12|,"A) 12, B) -12, C) 0, D) 1/12",B,Hard (2),90s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_191,Q3-NA-12,Number and Algebra - Absolute Value,Evaluate: |-8| + |-4|,"A) 4, B) -4, C) 12, D) -12",C,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_192,Q3-NA-12,Number and Algebra - Absolute Value,Evaluate: |-15| - |5|,"A) 10, B) -10, C) 20, D) -20",A,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_193,Q3-NA-12,Number and Algebra - Absolute Value,Evaluate: |-7| × |-3|,"A) -21, B) 21, C) -10, D) 10",B,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_194,Q3-NA-12,Number and Algebra - Absolute Value,Compare: |-12| ___ |-10|,"A) >, B) <, C) =, D) ≤",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_195,Q3-NA-12,Number and Algebra - Absolute Value,Compare: |-6| ___ 6,"A) >, B) <, C) =, D) ≥",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_196,Q3-NA-12,Number and Algebra - Absolute Value,Evaluate: |5 - 12|,"A) -7, B) 7, C) 17, D) -17",B,Hard (2),90s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_197,Q3-NA-12,Number and Algebra - Absolute Value,Evaluate: |-3 + 10|,"A) -7, B) 7, C) 13, D) -13",B,Hard (2),90s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_198,Q3-NA-12,Number and Algebra - Absolute Value,Evaluate: |-20| ÷ |-4|,"A) -5, B) 5, C) -80, D) 80",B,Mod (1),45s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_199,Q3-NA-12,Number and Algebra - Absolute Value,Which statement is TRUE?,"A) |-8| < 0, B) |-4| = -4, C) |-10| > 5, D) |3| = -3",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_200,Q3-NA-12,Number and Algebra - Absolute Value,Evaluate: 4 × |-5| - 6,"A) -26, B) 14, C) -14, D) 26",B,Hard (2),90s,Substitute the given values into the expression and apply the order of operations (PEMDAS).
Q3_201,Q3-DP-1,Data and Probability - Sampling Techniques,A researcher wants to study the sleeping habits of all Grade 7 students. He randomly selects 50 students from the official enrollment list. This is:,"A) Stratified, B) Simple Random, C) Systematic, D) Convenience",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_202,Q3-DP-1,Data and Probability - Sampling Techniques,"To get feedback on a new game, the developer surveys the first 100 people who download it. This sampling is:","A) Random, B) Convenience, C) Systematic, D) Stratified",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_203,Q3-DP-1,Data and Probability - Sampling Techniques,A factory quality inspector checks every 20th toy produced on the line. What sampling is this?,"A) Convenience, B) Stratified, C) Systematic, D) Random",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_204,Q3-DP-1,Data and Probability - Sampling Techniques,Dividing a city into districts and randomly selecting households from each district is an example of:,"A) Systematic, B) Simple Random, C) Cluster/Stratified, D) Convenience",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_205,Q3-DP-2,Data and Probability - Frequency Tables,"In a frequency table, the tally marks ""IIII IIII II"" represent what frequency?","A) 7, B) 10, C) 12, D) 15",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_206,Q3-DP-2,Data and Probability - Frequency Tables,"If the frequencies of scores are 5, 8, 12, and 5, what is the total number of respondents?","A) 25, B) 30, C) 35, D) 40",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_207,Q3-DP-3,Data and Probability - Statistical Graphs,"A pie graph shows a student's daily activities. If ""Sleep"" is 1/3 of the pie, how many hours does the student sleep?","A) 6 hours, B) 8 hours, C) 10 hours, D) 12 hours",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_208,Q3-DP-3,Data and Probability - Statistical Graphs,"A pie graph shows 25% for ""Savings"" out of a ₱2,000 allowance. How much is saved?","A) ₱250, B) ₱400, C) ₱500, D) ₱1000",C,Mod (1),45s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q3_209,Q3-DP-3,Data and Probability - Statistical Graphs,"In a stem-and-leaf plot, the stem is 6 and the leaves are 0, 0, 5, 8. What is the largest number?","A) 60, B) 65, C) 68, D) 86",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_210,Q3-DP-3,Data and Probability - Statistical Graphs,"In a stem-and-leaf plot, if the numbers are 12, 14, 14, 25, 27, what are the leaves for stem 1?","A) 2, 4, B) 2, 4, 4, C) 5, 7, D) 1, 2, 4",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_211,Q3-DP-4,Data and Probability - Interpreting Graphs,"A bar graph shows 30 students like Apple, 45 like Mango, and 20 like Banana. How many students were surveyed?","A) 75, B) 85, C) 95, D) 105",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_212,Q3-DP-4,Data and Probability - Interpreting Graphs,"A line graph shows a plant's height: Day 1 (2cm), Day 3 (5cm), Day 5 (9cm). How much did it grow from Day 1 to Day 5?","A) 4cm, B) 5cm, C) 7cm, D) 9cm",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_213,Q3-DP-4,Data and Probability - Interpreting Graphs,"If a survey of 200 people shows 10% prefer cats, how many people prefer cats?","A) 10, B) 20, C) 40, D) 100",B,Easy (0),20s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q3_214,Q3-DP-4,Data and Probability - Interpreting Graphs,"A pie chart for a ₱5,000 budget shows 40% for food and 20% for rent. How much is spent on food and rent combined?","A) ₱1,000, B) ₱2,000, C) ₱3,000, D) ₱4,000",C,Hard (2),90s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q3_215,Q3-DP-4,Data and Probability - Interpreting Graphs,"If 60 out of 120 students voted for Candidate A, what percentage of the pie chart should represent Candidate A?","A) 30%, B) 40%, C) 50%, D) 60%",C,Mod (1),45s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q3_216,Q3-DP-4,Data and Probability - Interpreting Graphs,"A line graph shows temperatures: Mon (28°C), Tue (30°C), Wed (27°C), Thu (32°C). Which day had the highest temperature?","A) Monday, B) Tuesday, C) Wednesday, D) Thursday",D,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_217,Q3-DP-4,Data and Probability - Interpreting Graphs,"Based on the previous line graph, what is the temperature difference between Tuesday and Wednesday?","A) 2°C, B) 3°C, C) 5°C, D) 1°C",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_218,Q3-DP-1,Data and Probability - Sampling Techniques,Tossing a coin 50 times and recording the results is an example of:,"A) A survey, B) An experiment, C) Observational study, D) Stratified sampling",B,Easy (0),20s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q3_219,Q3-DP-1,Data and Probability - Sampling Techniques,Rolling a die to see how many times a '6' appears is a method of:,"A) Data collection via experiment, B) Convenience sampling, C) Census, D) Interviewing",A,Easy (0),20s,Probability is the number of favorable outcomes divided by the total number of possible outcomes.
Q3_220,Q3-DP-2,Data and Probability - Frequency Tables,Which of the following is NOT typically found in a frequency distribution table?,"A) Data Categories/Classes, B) Tally Marks, C) Frequency, D) The Universal Set",D,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_221,Q3-NA-5,Number and Algebra - Integers,Which of the following numbers is an integer but NOT a whole number?,"A) 8, B) 0, C) -15, D) 1.5",C,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_222,Q3-NA-5,Number and Algebra - Integers,True or False: Every negative number is an integer.,"A) True, B) False, because of negative fractions/decimals, C) True, if it is less than zero, D) False, integers are only positive",B,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_223,Q3-NA-6,Number and Algebra - Integers in Real-life,"Which integer represents ""a loss of ₱850""?","A) 850, B) -850, C) 1/850, D) 0",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_224,Q3-NA-6,Number and Algebra - Integers in Real-life,"Which integer represents ""15 seconds before liftoff""?","A) 15, B) 0, C) -15, D) 1.5",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_225,Q3-NA-6,Number and Algebra - Integers in Real-life,"Which integer represents ""a 10% increase in sales""?","A) -10, B) 10, C) 100, D) 0.10",B,Easy (0),20s,Percent means 'per 100'. Convert it to a decimal by dividing by 100 to make calculations easier.
Q3_226,Q3-NA-7,Number and Algebra - The Number Line,"On a horizontal number line, which integer is exactly halfway between -4 and 2?","A) -2, B) -1, C) 0, D) 1",B,Hard (2),90s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_227,Q3-NA-7,Number and Algebra - The Number Line,The distance between -5 and 3 on the number line is:,"A) 2 units, B) -2 units, C) 8 units, D) -8 units",C,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_228,Q3-NA-7,Number and Algebra - The Number Line,"If you start at -3 on the number line and move 7 units to the right, where do you land?","A) -10, B) 4, C) 10, D) -4",B,Easy (0),20s,Read the question carefully and eliminate obviously incorrect options before calculating.
Q3_229,Q3-NA-8,Number and Algebra - Comparing Integers,Compare: -45 ___ -54,"A) >, B) <, C) =, D) ≤",A,Mod (1),45s,Read the question carefully and eliminate obviously incorrect options before calculating.
